19th century,5.3161592,4.807180000000001
21st century,-4.306661,9.106541
Abrahamic religions,-1.9454721999999998,6.4046082
Academic Disciplines,7.612828299999999,-8.828158
Academic journals,-4.8610578,-7.8237457
Accipitriformes and Falconiformes,15.944306,21.78998
Acipenseriformes,23.615232000000002,-8.066921
Actors,-9.921342,-2.798832
Actresses,-9.741271000000001,-2.937728
Adult,-7.8911223,-7.1832128
Africa,2.1630452,18.570107999999998
Agnatha,27.238739000000002,-0.97080094
Agriculture and Ecology,8.002773,-9.205111
"Agriculture, Labor and Economy",8.324613000000001,-7.768474
Agronomy,7.6469145,-7.2866610000000005
Air sports,-13.6954365,16.880573000000002
Algebra,-13.787258,-18.793737
Alphabets and writing systems,4.2551293,-1.7131201
American football,-20.317392,8.645451
Americas,9.100106,3.1595204
Ammunition,-7.7114910000000005,21.345845999999998
Amphibians,22.970116,15.625229000000001
Amusement park people,-25.704725,4.173589700000001
Analytical chemistry,8.045682000000001,-15.549141
Ancient,-19.832926,-3.0262609
Ancient history,0.7228021,4.057181
Ancient sports,1.2754997,8.764078
Anesthetics,-7.0065669999999995,-12.839725
Anguilliformes,31.275042,-0.48747393
Animal husbandry,10.594813,7.863794
Animal sport,8.880786,10.759151
Anseriformes,15.623375,23.403814
Antarctica,18.531155,3.5193121
Anthropologists and archaeologists,-5.571363400000001,3.5764934999999998
Anthropology,-5.266088,4.719645
Anti-infectives,-3.2302562999999997,-14.032592000000001
Antimatter,9.7007475,-23.150002
Apes,-4.4378023,16.172773
Apodiformes,12.743638,22.734138
Applications,-19.767878,-10.970618
Aquifers,13.625916,-3.2198055
Arachnids,29.082119,7.191061500000001
Archaea,11.645108,-12.156796
Architects,-0.6827022,-2.4594338
Armour,-4.169274,21.786886
"Art historians, musicologists and critics",-6.9955025,0.44945592
Artificial intelligence concepts,-16.484432,-14.751504
Artillery and siege,-0.41652167,-5.8499846
Asia,1.9516577000000002,4.0999227
Association football,-19.385904,12.278369
Astronomical technology,-0.9203745000000001,-24.292196
Astronomy basics,-0.7375109999999999,-25.316976999999998
Athletics,-26.205,10.860116
Atmosphere,18.911062,-5.032237
Atmospheric science,6.567080000000001,0.14526331
Atomic physics,5.875439599999999,-17.692425
Australia,-18.356977,14.83964
Auto racing,-20.421684,20.51109
Auxiliary sciences of history,4.474673999999999,1.2709968
Aviation,-12.291651,17.674166
Bacteria,-2.6236086,-14.597522
Ballet,-6.673769500000001,-4.9218626
"Banking, finance and trade",-13.771428,6.666339999999999
Baseball,-18.315063000000002,10.823808999999999
Basic film concepts,-9.425111,-4.4788737
Basics,-1.6133277,-7.0319633
Basketball,-19.734379,10.363228
Batoidea,29.799162,-0.37168127
Bats,8.507432000000001,17.822737
Bears,10.815725,-0.2689664
Beetles,27.745086999999998,11.385083999999999
Beloniformes,26.410526,-2.9607937
Biological materials,8.559383,-0.9519996999999999
Biomes,12.786247,-1.9231505000000002
Biotechnology,-2.590421,-10.627666
Body modification,-16.354782,18.099413000000002
Broadcast journalists and commentators,-14.562789000000002,-2.4498339
Buddhism,-27.438422999999997,-9.790287
Building materials,4.203645,-9.587295
Buildings and infrastructure,8.828042,-6.4233775
Business,-12.559853,9.421541
By geographic location,0.03672626,-2.9215174
Calculus and analysis,-13.633477,-17.615889000000003
Canals,10.15095,1.5200288
Cancer,-5.272208999999999,-16.070103
Caprimulgiformes,13.134769,22.408379999999998
Carnivora,14.206442000000001,10.525153
Carnivorous plants,10.680066,-4.041595
Cartography,18.94867,0.8894188000000001
"Cartoonists, comics artists, illustrators, manga artists and animators",-2.0714386,12.506383999999999
Case studies,-10.258087,12.936532000000001
Cats,8.045169999999999,9.147114
Cattle,9.073678999999998,9.255653
Caves,14.476804999999999,-4.366505
Celestial mechanics,-3.1655085,-24.072044
Celestial sphere,-0.7352554,-28.324339000000002
Central Africa,2.8278353,19.55848
Central America and Caribbean,9.688014,4.6538687
Central Asia,2.706989,2.7727587000000002
Central and Eastern Europe,2.2311294,1.8110428
Cephalochordata,26.184397,1.0622878999999998
Cetaceans,29.38008,1.296925
Characiformes,23.914488000000002,-3.2805843
Charadriiformes,17.377363,20.088448
"Chefs, bartenders and winemakers",-13.109803,-2.3145273
Chelicerata,29.109344,7.0293399999999995
Chemical substances,8.274638000000001,-14.316667
Chemistry,7.5131297,-14.53491
Chemistry basics,8.653021,-14.994475
Chickens,11.025914,7.4840035
Chimaeriformes,29.170694,-0.9027478000000001
Christianity,-1.8200984,6.932084
Ciconiiformes,17.219883,21.91076
Circus,-7.274149,14.090922
Classical mechanics,5.323745,-20.653006
Classicists,-24.144295,3.1812255
"Cliffs, headlands, stacks and natural arches",20.088345999999998,-11.094117
Climatology,18.736629999999998,-2.9882734
Clupeiformes,26.80221,-4.1476087999999995
Cnidarians,24.020584,2.4529672000000002
Cognition,-23.710588,-2.2216144
Color terms,2.7170246,-6.9144630000000005
Columbiformes,5.503664,10.229833
Combat sport and martial arts,-23.11727,16.396143
Comics writers,-1.8235447,14.220265
Communication,-22.065687,-2.6442189999999997
Companies,-14.901585,7.571109
Components,2.248426,-12.378967999999999
Computer architecture concepts,-19.026735000000002,-16.024079999999998
Computer hardware,-19.392431,-15.594710000000001
Computer science,-17.697601000000002,-15.167389000000002
Computer scientists and programmers,-17.858976000000002,-14.498869000000001
Computer security,-16.935968,-11.96982
Computer software,-19.110163,-14.760470999999999
Computing and information technology,-19.235294,-12.285121
Concepts,-23.009062,-3.026312
Concepts and forms,-1.823148,-3.9012723
Contemporary art,-3.517775,-3.8451824
Continents,13.253081,2.5513902
Coraciiformes,16.564018,22.51026
Cosmetics and beauty,-10.034048,3.1176507
Cosmetics people,-10.905273,-3.6145542
Craters,15.591066,-6.845778500000001
Crewed vehicles,-7.409163,-24.31569
Cricket,-20.331701000000002,14.188734
Crime,-10.538122999999999,7.8852673
Criminals,-10.983002,5.379011599999999
Critics,-9.475907000000001,-1.6345863
Crocodilia,18.513952,12.783014
Crustaceans,26.831553999999997,4.786385500000001
Crystallography,10.331028,-14.790057999999998
Cuculiformes,17.193161,23.279093
Cultural venues,-14.393958999999999,21.321672
Cycling,-23.088646,8.4108
Cypriniformes,25.40694,-5.586941
Cyprinodontiformes,24.982042,-4.022135
Data storage and memory,-20.045513,-15.350616
Deserts and dunes,13.046621,-0.4251594
Designers,-8.76264,-1.9565550999999999
Devices,3.7407741999999997,-17.46359
Diagnostic technologies,-6.707186999999999,-16.536175
"Directors, producers, showrunners and screenwriters",-9.456924,-3.365076
Disabilities,-7.5337954,-15.655679999999998
Disciplines,-0.80365896,-9.037201
Discrete mathematics,-15.701164000000002,-16.996136
Disease,-5.272895,-14.522004
Documents,-8.799064,9.585445
Dogs,-27.733096999999997,7.558141
Donkeys,-26.26271,3.2887089999999994
Early modern,-19.045633,-1.6362287
Early modern history,4.793501,4.2120705
Earth,18.576546,1.7632979
Earth science basics,17.921791,-7.570147500000001
Eastern Africa,1.9383261999999999,19.100077
Eastern Asia,2.7025978999999998,4.1913023
Eastern folklore,-2.35298,0.6234033
Eastern religions,-26.400743,-9.618734
Ecdysozoa,26.027987,5.5475163
Echinoderms,24.510632,3.8706212
Economics,-13.026797,9.581821000000001
Economists and business theorists,-16.516516,2.5092463
Edible fruits,8.292572,-4.82035
"Edible seeds, grains, nuts",7.41162,-5.8767123
Educational institutions,-15.325032,2.9038062
Educators,-15.119363,1.6853487
Electrical circuits,2.579758,-13.08416
Electrodynamics,3.0516634,-14.046553
Electromagnetic radiation,0.8653443999999999,-19.276598
Electronics,-16.301132,6.8916059999999995
Electrostatics,2.995218,-14.383454
Emotions and traits,-25.964264,-2.9876025
Energy,-13.176131,7.155265299999999
Energy and fuel,2.0991400000000002,-11.636436
Entertainment and leisure,-13.305067000000001,-4.4733233
Erinaceids,17.40849,9.261575
Esociformes,25.95898,-6.7836384999999995
Ethnic groups,7.6674923999999995,2.9449644
Ethnology,-5.3886657,5.254043599999999
Eukaryotes,12.995233,-10.0909815
Europe,0.5851742,1.9728879000000001
Europe and Russia,0.93141574,1.2000346000000002
Even-toed ungulates,13.234538,10.105117
Explosive weapons,-8.500489,19.489138
Fabrics and fibers,5.2793735999999996,14.557665
"Fandom, conventions and festivals",-26.576694,1.4895307
"Festivals, holidays, and observances",-1.4354281,5.8798699999999995
Fields of medicine,-7.215599,-14.460854999999999
Figure skating,-24.283339,12.719088000000001
Film,-10.790962,-5.7381268
"Film, television, animation, comics, and video games",-1.8060668999999998,11.936529
Flies,27.989862,10.22363
Fluid mechanics,6.5025296,-21.18918
Food and drink,-12.920046000000001,5.249779
"Food, water and health",4.882046,-7.507453
Foodborne illness,-3.040207,-15.650018
Forensic sciences,-14.566606,11.485695
Forests,15.325948,0.82343227
Forms,-7.7742863,-3.252581
Forms of government,-6.361610400000001,10.278781
Fortification,1.8610924,-2.5643277
Frogs and toads,22.461163,15.542109
Functions,-13.813285,-17.679209
Fungi,11.145852,-8.577864
Gadiformes,27.363039,-5.7589097
